name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
london,2021-12-29T19:00:00,12.1,12.1,9.3,83.01,0,0,,0,0,,0.1,236,1007.3,41.5,13.3,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-29T20:00:00,12.1,12.1,10,86.99,0,0,,0,0,,0.1,232,1007.6,63.8,14,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-29T21:00:00,13,13,10.8,86.53,0,0,,0,0,,0.1,224,1007.9,87.4,11.6,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-29T22:00:00,13.5,13.5,11.8,89.48,0,0,,0,0,46.4,0.1,225,1008.3,96.5,13,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-29T23:00:00,13.6,13.6,12.1,90.68,0,0,,0,0,46.4,0.2,221,1008.8,100,12.7,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T00:00:00,13.6,13.6,12.3,91.87,0,0,,0,0,44.2,0.1,225,1009.2,93.7,26.1,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T01:00:00,14.1,14.1,12.3,88.94,0,0,,0,0,46.4,0.2,230,1009.2,97.2,40.8,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T02:00:00,14.3,14.3,12.3,87.8,0,0,,0,0,37.1,0.2,230,1009.6,97.2,37.8,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T03:00:00,14.1,14.1,12.3,88.94,0,0,,0,0,48.2,0.2,234,1010.1,100,17.8,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T04:00:00,14.1,14.1,12.1,87.78,0,0,,0,0,51.8,0.2,228,1010.3,93.7,39,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T05:00:00,14.3,14.3,12.1,86.65,0,0,,0,0,50.2,0.2,226,1010.4,93.7,32.6,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T06:00:00,14.3,14.3,12,86.09,0,0,,0,0,,0.2,224,1010.7,96.5,16.5,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T07:00:00,14,14,11.8,86.63,0,0,,0,0,50,0.2,231,1011.1,100,17.9,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T08:00:00,14,14,11.8,86.62,0,0,,0,0,51.8,0.2,234,1011.8,97.2,17.7,5,0,0,,Overcast,cloudy,"03769099999,03680099999,E4320,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T09:00:00,14.3,14.3,12,86.08,0,0,,0,0,46.4,0.2,225,1012.4,90.7,22.9,18,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T10:00:00,14.6,14.6,12.1,84.99,0,0,,0,0,48.2,0.2,229,1012.8,100,17.9,32,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T11:00:00,14.6,14.6,12.3,86.11,0,0,,0,0,47.4,0.2,234,1013.3,100,18.8,31,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T12:00:00,14.6,14.6,12.5,87.24,0,0,,0,0,46.4,0.2,234,1013.4,100,20.3,31,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T13:00:00,14.8,14.8,12.6,86.71,0,0,,0,0,38.9,0.2,230,1013.3,100,15.6,40,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T14:00:00,14.8,14.8,12.6,86.71,0,0,,0,0,,0.2,227,1013.2,100,17.6,40,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T15:00:00,14.8,14.8,12.4,85.03,0,0,,0,0,53.6,0.2,230,1013.8,100,19.9,22,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T16:00:00,14.3,14.3,12,86.09,0,0,,0,0,49.2,0.2,227,1014.3,96.3,16,9,0,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T17:00:00,14,14,11.8,86.64,0,0,,0,0,51.8,0.2,227,1014.6,92.8,16.3,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T18:00:00,14.1,14.1,11.4,83.3,0,0,,0,0,44.7,0.2,224,1014.7,93,15.2,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T19:00:00,14,14,11.1,82.71,0,0,,0,0,51.8,0.2,233,1014.8,82.8,27.5,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T20:00:00,14.1,14.1,11.1,82.19,0,0,,0,0,49.2,0.2,227,1015,83.7,26.1,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T21:00:00,14.3,14.3,11,80.6,0,0,,0,0,50,0.2,223,1015.1,81,21,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T22:00:00,14.6,14.6,11.1,79.58,0,0,,0,0,46,0.2,226,1015.4,92.8,25.9,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-30T23:00:00,14.3,14.3,10.8,79.53,0,0,,0,0,47.4,0.2,220,1015,90,31.1,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T00:00:00,14.3,14.3,10.8,79.52,0,0,,0,0,50,0.2,226,1014.6,92.8,35.2,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T01:00:00,13.8,13.8,10.3,79.45,0,0,,0,0,47.4,0.2,214,1014.4,99.1,35.7,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T02:00:00,13.6,13.6,10.3,80.49,0,0,,0,0,48.2,0.2,218,1014.6,92.8,28.7,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T03:00:00,13.5,13.5,10.5,82.1,0,0,,0,0,50,0.2,215,1014,87.2,26.9,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T04:00:00,13.6,13.6,10.5,81.57,0,0,,0,0,50,0.2,218,1013.7,92.8,24,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T05:00:00,13.6,13.6,10.6,82.13,0,0,,0,0,45.9,0.2,217,1013.5,99.1,20.9,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T06:00:00,13.6,13.6,10.8,83.22,0,0,,0,0,48.2,0.2,225,1013.5,99.1,19.7,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T07:00:00,13.3,13.3,11,85.98,0.2,100,rain,0,0,40.7,0.2,229,1013.3,99.1,22.3,,,,,"Rain, Overcast",rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T08:00:00,13.1,13.1,11.3,88.86,0.6,100,rain,0,0,47.2,0.1,226,1014.3,86.1,8.3,,,,,"Rain, Partially cloudy",rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T09:00:00,13.1,13.1,11.6,90.64,0.4,100,rain,0,0,50,0.1,220,1014.9,97.2,8.4,9,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T10:00:00,13.3,13.3,11.5,88.88,0,0,,0,0,,0.1,230,1015.7,93.7,19.4,22,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T11:00:00,13.6,13.6,11.6,87.75,0,0,,0,0,,0.2,227,1016.1,92.8,27.9,53,0.2,1,,Overcast,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T12:00:00,14.8,14.8,11.8,82.29,0.02,100,rain,0,0,,0.2,231,1016.2,79.5,18.9,91,0.3,1,,"Rain, Partially cloudy",rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T13:00:00,15,15,11.9,81.24,0,0,,0,0,,0.1,234,1016.7,82.8,27.4,87,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T14:00:00,15,15,11.8,81.22,0,0,,0,0,,0.1,241,1017.1,79.5,20.4,57,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T15:00:00,15,15,11.8,81.2,0,0,,0,0,,0.1,232,1017.4,78.5,19.8,36,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T16:00:00,14.6,14.6,11.5,81.68,0,0,,0,0,,0.1,229,1018.6,90,17.2,11,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T17:00:00,14.1,14.1,11.1,82.18,0,0,,0,0,,0.1,221,1019.4,89.3,14.7,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T18:00:00,14.1,14.1,11.1,82.18,0,0,,0,0,,0.1,211,1020.1,96.3,12.2,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T19:00:00,13.8,13.8,10.7,81.07,0,0,,0,0,,0.1,204,1020.6,86.5,11.5,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T20:00:00,13.8,13.8,11.1,83.79,0,0,,0,0,,0.1,209,1021.1,92.8,11.2,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T21:00:00,12.8,12.8,10.7,86.52,0,0,,0,0,,0.1,209,1020.9,42.4,11,,,,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T22:00:00,13.1,13.1,11,87.12,0,0,,0,0,,0.1,216,1021.1,92.1,12.4,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2021-12-31T23:00:00,13.5,13.5,11.6,88.33,0,0,,0,0,,0.1,217,1020.8,91.9,10.5,,,,,Overcast,cloudy,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T00:00:00,13.5,13.5,12,90.68,0,0,,0,0,,0.1,197,1020.5,80.1,10.8,,,,,Partially cloudy,partly-cloudy-night,"03680099999,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T01:00:00,13.6,13.6,12.3,91.88,0,0,,0,0,,0.1,197,1020.1,96.2,5.7,,,,,Overcast,cloudy,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T02:00:00,13.5,13.5,12.1,91.27,0,0,,0,0,,0.1,207,1020.1,100,8.7,,,,,Overcast,cloudy,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T03:00:00,13.3,13.3,12,91.85,0,0,,0,0,,0.1,203,1020.3,100,9.4,,,,,Overcast,cloudy,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T04:00:00,13.3,13.3,11.6,89.46,0,0,,0,0,,0.1,200,1020.1,84.8,12.3,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T05:00:00,13.5,13.5,11.6,88.3,0,0,,0,0,,0.1,194,1019.6,78.5,15.3,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T06:00:00,13.5,13.5,11.6,88.3,0.01,100,rain,0,0,,0.1,190,1018.7,80.9,16.1,,,,,"Rain, Partially cloudy",rain,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T07:00:00,13.3,13.3,11.1,86.56,0,0,,0,0,,0.1,190,1017.9,50.2,17,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T08:00:00,13.3,13.3,10.3,82.08,0,0,,0,0,,0.1,191,1017.7,44.7,20.2,5,0,0,,Partially cloudy,partly-cloudy-night,"E4320,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T09:00:00,13.3,13.3,9.8,79.38,0,0,,0,0,,0.1,201,1017.5,44.7,23.5,19,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T10:00:00,14.3,14.3,9.2,71,0,0,,0,0,,0.1,201,1017.7,44.7,22,77,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T11:00:00,15.1,15.1,9,66.96,0,0,,0,0,46.4,0.2,204,1017.8,44.7,25.5,110,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T12:00:00,16.1,16.1,10.1,67.63,0,0,,0,0,,0.1,207,1017.8,47.1,23.3,113,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T13:00:00,15,15,9.8,71.11,0,0,,0,0,,0.1,201,1016.6,50.2,19.8,85,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T14:00:00,14.6,14.6,10.3,75.44,0,0,,0,0,,0.1,197,1016.1,50.7,17.3,71,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T15:00:00,14.6,14.6,10.6,76.97,0,0,,0,0,,0.1,213,1016.7,93,18,36,0.1,0,,Overcast,cloudy,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T16:00:00,13.8,13.8,10.8,82.14,0,0,,0,0,,0.1,210,1016.6,84.5,17.3,12,0,0,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T17:00:00,14,14,10.8,81.09,0,0,,0,0,,0.1,211,1016.4,86.9,10.8,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T18:00:00,13.3,13.3,10.8,84.85,0,0,,0,0,,0.1,224,1016.4,89.2,13.1,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T19:00:00,13.3,13.3,11.1,86.55,0,0,,0,0,,0.1,217,1015.6,93.1,12.9,,,,,Overcast,cloudy,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T20:00:00,13.3,13.3,11.1,86.54,0,0,,0,0,,0.1,211,1015.3,89.2,13.5,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T21:00:00,13.5,13.5,11.1,85.44,0,0,,0,0,,0.1,214,1014.9,92.3,12.9,,,,,Overcast,cloudy,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T22:00:00,13.1,13.1,11,87.1,0,0,,0,0,,0.1,213,1014.6,93.1,11.9,,,,,Overcast,cloudy,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-01T23:00:00,13.3,13.3,11.1,86.55,0,0,,0,0,,0.1,210,1014.2,69.4,12,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T00:00:00,13.3,13.3,11.3,87.7,0,0,,0,0,,0.1,211,1013.4,92.3,12.6,,,,,Overcast,cloudy,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T01:00:00,13.3,13.3,11.3,87.7,0,0,,0,0,,0.1,221,1012.6,89.2,23.1,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T02:00:00,13.1,13.1,10.9,85.97,0,0,,0,0,,0.1,207,1011.7,81.6,17.7,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T03:00:00,13,13,11.1,88.26,0,0,,0,0,,0.1,213,1011.1,92.3,16.1,,,,,Overcast,cloudy,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T04:00:00,12.6,12.6,11.5,93.02,0,0,,0,0,,0.1,217,1010.2,81.6,20.8,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T05:00:00,12.5,12.5,11.3,92.39,0.4,100,rain,0,0,48.2,0.1,223,1009.8,74.6,17.7,,,,,"Rain, Partially cloudy",rain,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T06:00:00,12.3,12.3,10.6,89.37,1,100,rain,0,0,51.8,0.1,224,1009.3,77.6,26.2,,,,,"Rain, Partially cloudy",rain,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T07:00:00,12,12,9.3,83.57,0,0,,0,0,48,0.2,237,1009.6,81.5,30.1,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T08:00:00,11.6,11.6,8.8,82.97,0,0,,0,0,,0.1,244,1010.5,77.7,30.1,5,0,0,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,AR120,03772099999,03770099999"
london,2022-01-02T09:00:00,11.1,11.1,8.8,85.75,0,0,,0,0,,0.1,237,1011.4,78.4,30.1,16,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T10:00:00,11.6,11.6,8.3,80.2,0,0,,0,0,,0.2,240,1011.6,70.8,27,64,0.2,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T11:00:00,12.1,12.1,8.5,78.65,0,0,,0,0,,0.1,237,1011.4,78.5,30.1,140,0.5,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T12:00:00,12.1,12.1,8.1,76.57,0,0,,0,0,,0.2,244,1011,77.7,30.1,33,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T13:00:00,12.1,12.1,8.6,78.69,0,0,,0,0,46.4,0.1,224,1010.3,76.8,9.3,66,0.2,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T14:00:00,12.3,12.3,9.4,81.98,0,0,,0,0,,0.1,216,1009.2,86.9,14.2,53,0.2,1,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T15:00:00,12.1,12.1,9.7,84.73,0,0,,0,0,46.4,0.1,217,1008.1,86.9,11.7,17,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T16:00:00,12,12,8.5,79.18,0,0,,0,0,52,0.2,237,1008.4,86.9,26.6,22,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T17:00:00,11.3,11.3,7.8,79.1,0,0,,0,0,48.2,0.2,247,1009.1,57.1,29.3,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T18:00:00,11.1,11.1,8.1,81.79,0.01,100,rain,0,0,,0.1,243,1009.9,86.2,34.3,,,,,"Rain, Partially cloudy",rain,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T19:00:00,10.5,10.5,7.6,82.26,0,0,,0,0,,0.1,240,1010.3,12.2,30.5,,,,,Clear,clear-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T20:00:00,10.3,10.3,6.8,78.94,0,0,,0,0,,0.2,240,1010.4,21.6,34,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T21:00:00,10.1,10.1,5.8,74.68,0,0,,0,0,46.4,0.2,240,1011.2,3.1,32.4,,,,,Clear,clear-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T22:00:00,9.8,9.8,6.1,77.78,0,0,,0,0,,0.1,234,1011.5,3.1,23.9,,,,,Clear,clear-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-02T23:00:00,9.8,9.8,6.8,81.61,0,0,,0,0,,0.1,234,1011.8,56.1,17.6,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-03T00:00:00,9.8,9.8,7,82.74,0,0,,0,0,,0.1,230,1011.8,74,16,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-03T01:00:00,9.8,9.8,6.7,80.52,0,0,,0,0,,0.1,227,1011.7,59.4,15.2,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-03T02:00:00,9.8,9.8,7,82.73,0,0,,0,0,,0.2,237,1011.6,42.6,15.8,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-03T03:00:00,9.6,9.6,7,83.84,0,0,,0,0,,0.2,237,1011.3,31,16.1,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-03T04:00:00,9.6,9.6,6.6,81.57,0,0,,0,0,,0.2,240,1011,31.8,18.8,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
london,2022-01-03T05:00:00,9.6,9.6,6.5,81.02,0,0,,0,0,46.4,0.2,237,1010.7,31,18.2,,,,,Partially cloudy,partly-cloudy-night,"03672099999,03781099999,03772099999,03770099999"
