name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
london,2022-02-18T15:00:00,8.8,8.8,0.3,55.23,0,0,rain,0,0,101.9,0.4,274,994,90,22.4,88,0.3,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-18T16:00:00,8.6,8.6,-1.7,48.38,0,0,,0,0,98.3,0.3,280,997.2,90,19.3,56,0.2,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-18T17:00:00,8.1,8.1,-2.7,46.49,0,0,rain,0,0,88.9,0.3,267,999.2,47.2,22.4,25,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-18T18:00:00,7.6,7.6,-2.6,48.13,0,0,,0,0,70.6,0.3,275,1001.2,53,20.9,5,0,0,10,Partially cloudy,partly-cloudy-night,"03680099999,D4121,03781099999,03672099999,03772099999,03770099999"
london,2022-02-18T19:00:00,4.6,4.6,0,72.08,0,0,,0,0,88.9,0.2,257,1003,9.3,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-18T20:00:00,4.6,4.6,0,72.12,0,0,,0,0,70.6,0.2,250,1004.1,3.1,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-18T21:00:00,4.8,4.8,0.1,71.62,0,0,,0,0,64.8,0.2,257,1005.6,16.7,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-18T22:00:00,5.1,5.1,-1.4,62.88,0,0,,0,0,57.6,0.2,264,1006.8,30,22.4,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-18T23:00:00,4.8,4.8,-1.7,62.82,0,0,,0,0,51.8,0.2,267,1008.3,0,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T00:00:00,4.8,4.8,-1.7,62.83,0,0,,0,0,51.8,0.2,260,1009.5,0,22.4,,,,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T01:00:00,4.3,4.3,-1,68.44,0,0,,0,0,53.6,0.2,260,1010.3,0,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T02:00:00,4.8,4.8,-1.3,64.23,0,0,,0,0,61.2,0.2,264,1011.3,0,20.9,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T03:00:00,4,4,-0.7,71.45,0,0,,0,0,51.8,0.2,250,1012,0,19.3,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T04:00:00,3.8,3.8,-0.2,75.17,0,0,,0,0,41.4,0.1,247,1012.5,0,20.9,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T05:00:00,3.3,3.3,0,78.98,0,0,,0,0,37.1,0.1,241,1013.1,0,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T06:00:00,3.1,3.1,-0.2,78.97,0,0,,0,0,43.9,0.1,241,1013.3,14.7,22.4,1,0,0,10,Clear,clear-night,"03680099999,E0331,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T07:00:00,3,3,-0.2,79.51,0,0,,0,0,33.8,0.1,227,1013.1,20.2,22.4,5,0,0,10,Partially cloudy,partly-cloudy-night,"03680099999,F6665,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T08:00:00,3.5,3.5,-0.2,76.77,0,0,,0,0,33.8,0.1,227,1013.4,5,20.9,17,0.1,0,10,Clear,clear-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T09:00:00,4.8,4.8,0.3,72.66,0,0,,0,0,35.3,0.1,228,1013.4,0,19.3,48,0.2,0,10,Clear,clear-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T10:00:00,6.1,6.1,1,69.84,0,0,,0,0,42.1,0.1,230,1012.5,5,20.9,132,0.5,1,10,Clear,clear-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T11:00:00,7.5,7.5,2.1,68.66,0,0,,0,0,46.4,0.2,217,1011.6,53.3,17.8,117,0.4,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T12:00:00,8,8,2.7,68.79,0,0,rain,0,0,48.2,0.2,213,1009.6,90,13.5,45,0.2,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T13:00:00,6.8,2.2,4.6,85.89,1.79,100,rain,0,0,57.2,33.4,217,1007.8,93,7.9,46,0.2,0,10,"Rain, Overcast",rain,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T14:00:00,7.1,7.1,5.5,89.58,1.99,100,rain,0,0,68.4,0.2,214,1005.9,89.9,7.6,48,0.2,0,10,"Rain, Partially cloudy",rain,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T15:00:00,8.2,8.2,7.1,93.39,0.8,100,rain,0,0,63,0.2,237,1004.9,71.7,10.9,59,0.2,1,10,"Rain, Partially cloudy",rain,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T16:00:00,9.8,9.8,7,82.71,0,0,rain,0,0,55.4,0.2,251,1004.9,86.9,20.9,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T17:00:00,10.3,10.3,5,69.69,0,0,rain,0,0,63,0.2,264,1005.6,77.6,14.3,23,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T18:00:00,9.6,9.6,4.5,70.53,0.03,100,rain,0,0,68.4,0.2,270,1007.1,25.2,16.2,12,0,0,10,"Rain, Partially cloudy",rain,"03680099999,D4121,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T19:00:00,8.8,8.8,4.1,72.4,0,0,,0,0,57.6,0.2,274,1009,39.3,13.7,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T20:00:00,8.5,8.5,2.9,67.43,0,0,,0,0,51.8,0.1,281,1010.4,20.2,13.1,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T21:00:00,6.8,6.8,2.4,73.08,0,0,,0,0,39.2,0.1,277,1011.2,0,12.2,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T22:00:00,6.4,6.4,4.1,85.22,0,0,,0,0,26.3,0.1,260,1011.7,22.4,12.2,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-19T23:00:00,6.5,6.5,5,90.12,0,0,,0,0,25.2,0.1,233,1011.8,27.9,12.8,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T00:00:00,7.3,7.3,5.1,85.95,0,0,,0,0,48.6,0.1,224,1011.2,62.6,12.2,,,,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T01:00:00,8.1,8.1,5.8,85.43,0,0,,0,0,34.9,0.1,224,1010.6,93,11.9,0,,0,10,Overcast,cloudy,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T02:00:00,9.1,9.1,6.7,84.4,0,0,,0,0,41.8,0.1,231,1009.7,89.9,10.6,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T03:00:00,10,10,7.6,85.04,0,0,,0,0,47.9,0.2,234,1008.8,93.8,15.3,0,,0,10,Overcast,cloudy,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T04:00:00,10.6,10.6,8.1,84.54,0,0,,0,0,47.5,0.2,244,1008.2,93,14.7,0,,0,10,Overcast,cloudy,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T05:00:00,10.6,10.6,7.8,82.82,0,0,,0,0,51.8,0.2,247,1008.2,89.9,11.9,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T06:00:00,11,11,7.3,77.95,0,0,,0,0,53.6,0.2,244,1007.4,86.9,13.7,,,,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T07:00:00,11,11,7.1,76.9,0,0,,0,0,66.6,0.2,240,1007,83.7,11.6,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T08:00:00,11,11,7.1,76.91,0,0,,0,0,55.4,0.2,240,1007,89.9,9.9,8,0,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T09:00:00,11.1,11.1,7.7,79.06,0,0,rain,0,0,57.6,0.2,234,1006.7,93,8.8,15,0.1,0,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T10:00:00,11.3,11.3,8.1,80.72,0,0,rain,0,0,51.8,0.2,234,1006.2,83.7,9.2,30,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T11:00:00,11.6,11.6,8.7,81.87,0,0,rain,0,0,57.6,34.6,237,1005.8,89.9,7.8,33,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T12:00:00,12.6,12.6,9.6,82.01,0,0,rain,0,0,57.6,0.2,234,1004.9,93,7.2,81,0.3,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T13:00:00,12.6,12.6,9.4,80.38,0,0,,0,0,61.2,0.2,234,1003.7,93,7.7,75,0.3,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T14:00:00,12.1,12.1,9.5,84.16,0,0,,0,0,51.8,0.2,234,1002,96.2,6.8,58,0.2,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T15:00:00,12.6,12.6,9.2,79.32,0,0,,0,0,53.6,0.2,234,1000.5,93,6.5,50,0.2,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T16:00:00,11.8,11.8,9.5,85.83,0,0,rain,0,0,68.4,0.2,234,998.9,96.9,7.6,14,0.1,0,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T17:00:00,12.3,12.3,9.3,81.95,0,0,rain,0,0,66.6,0.2,234,996.4,90,9.4,7,0,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T18:00:00,12.3,12.3,9.3,81.96,0,0,rain,0,0,70.6,0.3,230,994.6,89.9,6.2,5,0,0,10,Partially cloudy,partly-cloudy-night,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T19:00:00,11.8,11.8,10,88.7,1,100,rain,0,0,76,0.3,266,994.9,86.9,4,0,,0,10,"Rain, Partially cloudy",rain,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T20:00:00,8,8,4.6,79.13,2.98,100,rain,0,0,103.7,0.3,280,997.7,65.4,30.2,0,,0,10,"Rain, Partially cloudy",rain,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T21:00:00,7.5,7.5,1.9,67.22,0,0,,0,0,66.6,0.2,277,999.7,3.1,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T22:00:00,7,7,1.1,66.12,0,0,,0,0,63,0.2,274,1001.2,37.6,20.9,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-20T23:00:00,6,6,0,65.43,0,0,,0,0,70.6,0.2,270,1002.7,23.8,22.4,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T00:00:00,5.8,5.8,-1.2,60.8,0.03,100,rain,0,0,68.4,0.2,264,1003.4,0,20.9,,,,10,Rain,rain,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T01:00:00,5.5,5.5,-0.7,64.37,0,0,,0,0,59.4,0.2,267,1003.9,38.8,17.8,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T02:00:00,5.6,0.4,-0.6,63.95,0,0,,0,0,55.4,36.4,267,1004.1,74.5,19.3,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T03:00:00,5.1,5.1,-0.7,66.18,0,0,,0,0,61.2,0.2,270,1004.2,18.6,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T04:00:00,4.8,4.8,-1,66.11,0,0,,0,0,61.2,0.2,267,1004.1,3.1,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T05:00:00,5.3,5.3,-0.4,66.72,0,0,,0,0,59.4,0.2,260,1003.6,0,22.4,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T06:00:00,5.8,5.8,-0.4,64.42,0,0,,0,0,59.4,0.3,263,1002.8,27.9,16.2,,,,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T07:00:00,6.6,6.6,0.1,63.23,0,0,,0,0,68.4,0.3,267,1002.6,23.8,14.7,9,0,0,10,Partially cloudy,partly-cloudy-night,"03680099999,F6665,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T08:00:00,7.5,7.5,1,63.46,0,0,,0,0,68.4,0.3,267,1002.6,65.1,12.8,29,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T09:00:00,8.3,8.3,1.6,62.72,0,0,,0,0,74.2,0.3,274,1003.4,77.8,11.6,63,0.2,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T10:00:00,9.1,9.1,2,61.15,0,0,,0,0,72.4,0.3,280,1004.9,80.7,13.1,98,0.4,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T11:00:00,10.3,10.3,2.5,58.48,0,0,,0,0,77.8,46.1,291,1006.1,93,14.3,110,0.4,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T12:00:00,10.8,10.8,3.6,61.13,0,0,,0,0,70.6,0.2,294,1007.7,93,17.8,127,0.5,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T13:00:00,11,11,3.8,61.18,0,0,,0,0,63,0.3,304,1009,77.7,15,139,0.5,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T14:00:00,10.8,10.8,3.7,61.15,0,0,,0,0,76,0.2,307,1011.1,86.9,17.8,118,0.4,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T15:00:00,10.3,10.3,4.8,68.65,0.2,100,rain,0,0,68.4,0.2,313,1012.5,90,16.2,108,0.4,1,10,"Rain, Partially cloudy",rain,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T16:00:00,11.1,11.1,2.6,55.83,0,0,,0,0,66.6,0.2,310,1014.1,93,13.7,42,0.2,0,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T17:00:00,10.8,10.8,2.1,54.59,0,0,,0,0,61.2,0.2,314,1015.3,77.7,14,24,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T18:00:00,10.3,10.3,1.8,55.64,0,0,,0,0,61.2,0.2,310,1016.8,47.2,15.6,7,0,0,10,Partially cloudy,partly-cloudy-night,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T19:00:00,9.6,9.6,1.6,57.46,0,0,,0,0,50,0.2,320,1018.2,14.7,16.2,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T20:00:00,9.5,9.5,1.3,56.64,0,0,,0,0,37.8,0.1,310,1019.7,16.7,15,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T21:00:00,8.8,8.8,1.6,60.69,0,0,,0,0,32.8,0.1,285,1020.9,16.7,14.7,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T22:00:00,6.6,6.6,1.5,69.96,0,0,,0,0,25.2,0.1,255,1021.6,0,13.7,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-21T23:00:00,6.1,6.1,3.1,81.09,0,0,,0,0,24.1,0.1,254,1021.9,0,12.8,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T00:00:00,5.6,5.6,2.6,81.03,0,0,,0,0,32.8,0.1,255,1022,28.6,16.2,,,,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T01:00:00,6.1,6.1,2.6,78.29,0,0,,0,0,21.6,0.1,237,1021.7,37.9,13.1,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T02:00:00,6.2,6.2,2.8,79.38,0,0,,0,0,22,0.1,246,1021.5,66.4,11.2,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T03:00:00,6.5,6.5,3.3,80.05,0,0,,0,0,24.8,0.1,224,1020.5,93.1,10.6,0,,0,10,Overcast,cloudy,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T04:00:00,7.1,7.1,4.3,82.4,0,0,,0,0,24.8,0.1,217,1019.8,89.9,10,0,,0,10,Partially cloudy,partly-cloudy-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T05:00:00,7.1,7.1,6.1,93.34,0,0,,0,0,27,0.1,214,1019.1,93,7.5,0,,0,10,Overcast,cloudy,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T06:00:00,8.1,5.6,6.8,91.52,0,0,,0,0,51.5,15.2,214,1018.2,96.9,8.4,,,,10,Overcast,cloudy,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T07:00:00,8.5,8.5,7.1,90.91,0,0,rain,0,0,35.3,0.1,234,1017.5,62.4,8.4,5,0,0,10,Partially cloudy,partly-cloudy-night,"03680099999,F6665,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T08:00:00,9.6,9.6,8.1,90.39,0,0,,0,0,37.8,0.1,220,1016.7,62.6,9.4,18,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T09:00:00,10.8,10.8,8,82.86,0,0,,0,0,46.1,0.1,227,1016.1,65.7,12.8,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T10:00:00,11.8,11.8,7.3,73.93,0,0,,0,0,52.2,0.2,244,1015.6,74.8,13.1,76,0.3,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T11:00:00,13.3,13.3,7.1,65.68,0,0,,0,0,50,0.2,237,1015,65.3,19.3,245,0.9,2,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T12:00:00,13.5,13.5,7,64.82,0,0,rain,0,0,53.6,0.2,250,1014.7,83.7,16.2,118,0.4,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T13:00:00,12.8,12.8,7.9,71.67,0,0,,0,0,59.4,0.2,257,1014.5,93,16.2,68,0.2,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T14:00:00,12.1,12.1,9.5,84.12,0,0,rain,0,0,59.4,0.2,274,1015.2,90,16.2,97,0.3,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T15:00:00,13.5,13.5,7.3,66.1,0.4,100,rain,0,0,50,0.2,289,1016,62.2,20.9,70,0.3,1,10,"Rain, Partially cloudy",rain,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T16:00:00,13.1,13.1,1.8,46.26,0,0,,0,0,53.6,0.2,294,1016.8,65.1,19.3,72,0.3,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T17:00:00,11.8,11.8,1.7,49.66,0,0,,0,0,50,0.2,305,1018.4,45,22.4,24,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T18:00:00,10.8,10.8,1.9,53.83,0,0,,0,0,37.1,0.1,308,1019.9,15.1,22.4,5,0,0,10,Clear,clear-night,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T19:00:00,9.6,9.6,1.8,58.32,0,0,,0,0,27,0.1,294,1021.6,0,20.9,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T20:00:00,8.6,8.6,1.5,61.06,0,0,,0,0,19.1,0.1,291,1022.7,0,20.9,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T21:00:00,7.5,6,1.5,65.78,0,0,,0,0,19.8,8.8,233,1023.4,0,17.8,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T22:00:00,6.3,6.3,2.1,74.49,0,0,,0,0,19.4,0.1,244,1024.1,0,17.8,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-22T23:00:00,6,6,2.1,76.11,0,0,,0,0,19.8,0.1,254,1024.7,0,15.9,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T00:00:00,5.3,2.5,2.5,82.15,0,0,,0,0,35.6,13,260,1025,0,13.7,,,,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T01:00:00,5.1,5.1,3.1,86.91,0,0,,0,0,18.4,0.1,262,1025.4,0,11.6,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T02:00:00,4.3,4.3,3.1,91.88,0,0,,0,0,17.6,0.1,262,1025.1,0,12.8,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T03:00:00,4.1,4.1,3.1,93.19,0,0,,0,0,16.9,0.1,270,1025.2,0,13.7,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T04:00:00,3.6,3.6,3,95.83,0,0,,0,0,16.6,0,249,1025,0,12.8,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T05:00:00,3.3,3.3,2.6,95.17,0,0,,0,0,14.8,0,239,1025,0,12.2,0,,0,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T06:00:00,3.1,1.1,2.6,96.52,0,0,,0,0,31.3,7.7,219,1024.8,0,10.9,,,,10,Clear,clear-night,"03680099999,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T07:00:00,3.8,3.8,2.8,93.21,0,0,,0,0,15.5,0.1,215,1025,0,10.3,5,0,0,10,Clear,clear-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T08:00:00,4.6,4.6,3.5,92.58,0,0,,0,0,18.4,0.1,211,1024.8,0,10.6,20,0.1,0,10,Clear,clear-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T09:00:00,7.1,7.1,4.1,81.3,0,0,,0,0,28.4,0.1,214,1024.6,30.2,8.4,35,0.1,0,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T10:00:00,8.3,8.3,4.4,75.98,0,0,,0,0,33.1,0.1,224,1024.1,80.9,7.5,311,1.1,3,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T11:00:00,10,10,4.9,70.18,0,0,,0,0,43.6,0.1,219,1023.2,77.6,13.1,390,1.4,4,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T12:00:00,10,10,4.5,68.64,0,0,,0,0,35.3,0.1,223,1022.1,89.9,14.3,250,0.9,3,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T13:00:00,10.8,10.8,2.4,55.79,0,0,,0,0,50.8,0.2,231,1021.2,93,17.8,258,0.9,3,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T14:00:00,10.6,10.6,3.6,61.97,0,0,,0,0,45,0.1,229,1020.1,93,16.2,103,0.4,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T15:00:00,10.3,10.3,3.9,64.11,0,0,rain,0,0,46.4,0.1,224,1019.1,90,16.2,104,0.4,1,10,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T16:00:00,9.8,9.8,4.6,70.07,0,0,rain,0,0,46.1,0.2,220,1018.4,93,12.2,52,0.2,1,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-02-23T17:00:00,9.6,9.6,4.5,70.54,0,0,rain,0,0,46.1,0.1,227,1018,93,10.9,20,0.1,0,10,Overcast,cloudy,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
